id,nome,tags,generos,nota_media,metacritic,ano_lancamento
18335,Fabulous Food Truck,"['Singleplayer', 'steam-trading-cards']","['Simulation', 'Casual']",2.0,,2016
12052,Face It - A game to fight inner demons,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Horror', 'Action-Adventure', 'Early Access', 'Puzzle-Platformer', '3D Platformer']","['Action', 'Adventure', 'Indie', 'Puzzle']",1.76,,2015
17040,Face Noir,"['Singleplayer', 'steam-trading-cards', 'Third Person', 'Point & Click', 'Mystery', 'Detective', 'Noir']","['Adventure', 'Indie']",2.36,59,2012
19285,Faces of War,"['Singleplayer', 'Multiplayer', 'Steam Cloud', 'Co-op', 'cooperative', 'Includes level editor', 'War', 'RTS', 'World War II']","['Action', 'Strategy']",4.19,67,2006
10926,Factorio,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Co-op', 'Open World', 'cooperative', 'Sci-fi', 'Sandbox', 'Survival', 'Online multiplayer', 'Local Multiplayer', 'Early Access', 'Cross-Platform Multiplayer', 'Includes level editor', 'Moddable', 'Crafting', 'Aliens', 'Management', 'Base Building', 'Resource Management', 'Tower Defense', 'Trains', 'Automation', 'in development']","['Strategy', 'Simulation', 'Casual', 'Indie']",4.37,83,2020
61290,Factory Town,"['Singleplayer', 'Atmospheric', 'Fantasy', 'Sandbox', 'Survival', 'Family Friendly', 'Replay Value', 'Colorful', 'Realistic', 'Physics', 'Building', 'Management', 'Base Building', 'Real-Time with Pause', 'Economy', 'City Builder', 'Automation']","['Strategy', 'Simulation']",3.35,,2021
274849,Fae Tactics,"['Singleplayer', 'Full controller support', 'RPG', 'role-playing']","['RPG', 'Strategy']",3.0,,2020
19858,FaeVerse Alchemy,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'steam-trading-cards', 'Steam Leaderboards', 'Split Screen', 'Early Access', 'Captions available', 'Match 3']","['Strategy', 'Casual', 'Indie', 'Puzzle']",1.92,,2014
8923,Faeria,"['Singleplayer', 'Multiplayer', 'steam-trading-cards', 'Partial Controller Support', 'Fantasy', 'Survival', 'Free to Play', 'Online multiplayer', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Turn-Based', 'Turn-Based Strategy', 'Card Game', 'Board Game', 'Hex Grid', 'Trading Card Game']","['Strategy', 'Card', 'Massively Multiplayer', 'Indie']",2.96,80,2017
16869,Faerie Solitaire,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', '2D', 'Fantasy', 'Family Friendly', 'Cute', 'Card Game', 'Touch-Friendly', 'Mouse only', 'solitaire']","['Casual', 'Indie']",3.01,,2010
51047,Faerie Solitaire Remastered,"['Singleplayer', 'Full controller support', 'solitaire']",['Casual'],3.03,,2017
16074,Faery - Legends of Avalon,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Partial Controller Support', 'Fantasy', 'Female Protagonist', 'Character Customization', 'Turn-Based']","['Action', 'Adventure', 'RPG']",3.0,,2010
22828,Fahrenheit (Indigo Prophecy),['Singleplayer'],"['Action', 'Adventure']",4.3,85,2005
2296,Fahrenheit: Indigo Prophecy Remastered,"['Singleplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Horror', 'Classic', 'Female Protagonist', 'Nudity', 'Mystery', 'Choices Matter', 'Mature', 'Cinematic', 'Remake', 'Detective', 'Quick-Time Events', 'Supernatural', 'Noir']","['Action', 'Adventure']",4.16,68,2015
20192,Fairy Bloom Freesia,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Partial Controller Support', 'Female Protagonist', 'Anime', 'Nudity', 'Hack and Slash', 'Cute', 'Side Scroller', ""Beat 'em up"", 'JRPG', 'Character Action Game']","['Action', 'Indie']",2.97,,2012
3586,Fairy Fencer F,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Fantasy', 'Comedy', 'Anime', 'Nudity', 'Turn-Based', 'Cute', 'Visual Novel', 'JRPG']",['RPG'],3.35,66,2013
18560,Fake Colours,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Great Soundtrack', 'Partial Controller Support', 'Puzzle-Platformer']","['Strategy', 'Casual', 'Indie']",2.11,,2015
326292,Fall Guys: Ultimate Knockout,"['Steam Achievements', 'Full controller support', 'Online multiplayer', 'Cross-Platform Multiplayer']","['Action', 'Sports', 'Casual', 'Massively Multiplayer', 'Indie']",3.73,80,2020
15173,Fall of Civilization,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Early Access']","['Adventure', 'Strategy', 'Simulation']",1.73,,2016
840956,Fall of Porcupine: Prologue,"['Story', 'friends', 'secrets', 'work', 'skill', 'Minigames', 'speed', 'fall', 'castle', 'relationship', 'Shadows', 'summer', 'characters', 'town', 'hospital', 'clock', 'beer', 'doctor', 'stress']",[],0.0,,2022
16790,Fallen Earth Free2Play,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'FPS', 'Sandbox', 'Survival', 'Free to Play', 'Action RPG', 'Third-Person Shooter', 'Zombies', 'Post-apocalyptic', 'Crafting', 'mmo', 'MMORPG']","['RPG', 'Massively Multiplayer']",2.09,71,2012
16668,Fallen Enchantress: Legendary Heroes,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Fantasy', 'Exploration', 'Sandbox', 'Tactical', 'Moddable', 'Turn-Based', 'Replay Value', 'Turn-Based Strategy', 'Magic', 'achievements', 'Loot', 'Turn-Based Tactics', 'Dragons', 'Grand Strategy', '4X', 'Grid-Based Movement']","['RPG', 'Strategy', 'Indie']",3.26,80,2013
44791,Fallen Legion: Flames of Rebellion,"['combat', 'online', 'battle', 'fight', 'defense']","['Action', 'RPG']",2.45,,2017
13554,Fallout,"['Singleplayer', 'Steam Cloud', 'Atmospheric', 'RPG', 'Open World', '2D', 'Sci-fi', 'Exploration', 'Difficult', 'Classic', 'Sandbox', 'Tactical', 'Retro', 'role-playing', 'Turn-Based', 'Post-apocalyptic', 'Isometric', 'Multiple Endings', ""1990's"", 'Turn-Based Combat', 'CRPG', 'gameplay feature: multiple endings', 'gameplay feature: drug addiction', 'gameplay feature: gambling', 'gameplay feature: karma meter', 'gameplay feature: radiation / radioactive poisoning', 'gameplay feature: targeting system', 'wasteland universe', 'weapon: minigun', 'fallout games', 'game feature: hexagonal map', 'gameplay feature: auto-mapping', 'gameplay feature: character development - skill distribution', 'gameplay feature: day / night cycle']",['RPG'],4.2,,1997
19299,Fallout 2,"['Singleplayer', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', '2D', 'Sci-fi', 'Exploration', 'Classic', 'Sandbox', 'Retro', 'role-playing', 'Turn-Based', 'Post-apocalyptic', 'Replay Value', 'Isometric', 'Dark Humor', 'Turn-Based Combat', 'CRPG']",['RPG'],4.35,86,1998
5562,Fallout 3,"['Singleplayer', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'Horror', 'FPS', 'Exploration', 'Sandbox', 'Female Protagonist', 'Action RPG', 'Moddable', 'Character Customization', 'Post-apocalyptic']","['Shooter', 'RPG']",4.08,91,2008
19451,Fallout 3: Game of the Year Edition,"['Singleplayer', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'FPS', 'Exploration', 'Sandbox', 'Action RPG', 'Moddable', 'Post-apocalyptic', 'Replay Value']","['Action', 'RPG']",4.13,91,2009
3070,Fallout 4,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'FPS', 'Exploration', 'Sandbox', 'Survival', 'Action RPG', 'Third-Person Shooter', 'Post-apocalyptic']","['Action', 'RPG']",3.81,84,2015
29176,Fallout 4 VR,"['Singleplayer', 'Atmospheric', 'RPG', 'Open World', 'First-Person', 'FPS', 'Survival', 'Violent', 'Post-apocalyptic', 'Memes', 'VR']",['RPG'],3.41,78,2017
58585,Fallout 76,"['Steam Achievements', 'Multiplayer', 'Atmospheric', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'Horror', 'Online Co-Op', 'Funny', 'Gore', 'Exploration', 'Survival', 'Comedy', 'Violent', 'Action-Adventure', 'PvP', 'Anime', 'Nudity', 'In-App Purchases', 'Post-apocalyptic', 'Memes', 'Sexual Content', 'Online PvP', 'mmo', 'MMORPG', 'Base Building', 'Masterpiece', 'retro-futurism']","['Action', 'Adventure', 'RPG']",2.85,51,2018
559,Fallout Shelter,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', '2D', 'Horror', 'Funny', 'Sandbox', 'Survival', 'Free to Play', 'stats', 'role-playing', 'In-App Purchases', 'Post-apocalyptic', 'Crafting', 'Building', 'Management', 'Base Building']","['RPG', 'Simulation']",3.43,63,2015
19284,Fallout Tactics: Brotherhood of Steel,"['Singleplayer', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'Sci-fi', 'Classic', 'Tactical', 'role-playing', 'Turn-Based', 'Post-apocalyptic', 'Isometric', 'Turn-Based Strategy', 'Real-Time with Pause', 'Turn-Based Tactics', 'CRPG', 'Tactical RPG']","['RPG', 'Strategy']",3.37,82,2001
5563,Fallout: New Vegas,"['Singleplayer', 'Steam Achievements', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'FPS', 'Exploration', 'Steam Leaderboards', 'Sandbox', 'Survival', 'Action RPG', 'Moddable', 'Character Customization', 'Post-apocalyptic', 'Western']","['Action', 'Shooter', 'RPG']",4.43,84,2010
43422,Fallout: New Vegas - Ultimate Edition,"['Atmospheric', 'RPG', 'First-Person', 'Funny', 'Action-Adventure', 'Post-apocalyptic', '3rd-Person Perspective', 'America']","['Action', 'Shooter', 'RPG']",4.47,,2012
20974,Famaze,"['Singleplayer', 'RPG', 'Free to Play', 'Pixel Graphics', 'Retro', 'Roguelike', 'Roguelite']","['RPG', 'Strategy', 'Casual', 'Indie']",2.67,,2014
510156,Family Game Night,"['weapons', 'fun', 'night', 'cubes', 'potato']",[],2.77,,0
60594,Family Man,"['Singleplayer', 'Full controller support', 'RPG', 'Violent']","['Adventure', 'RPG']",2.57,,2020
19184,Fancy Skulls,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Partial Controller Support', 'FPS', 'Early Access', 'Roguelike']","['Action', 'Indie']",2.86,,2014
16315,Fantastic 4 In A Row 2,"['Singleplayer', 'Multiplayer', 'Split Screen', 'Local Multiplayer']","['Strategy', 'Casual']",1.8,,2016
16316,Fantastic Checkers 2,"['Singleplayer', 'Multiplayer', 'Split Screen', 'Local Multiplayer']","['Strategy', 'Casual']",1.82,,2016
258385,Fantasy Blacksmith,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Early Access', '3D']","['Simulation', 'Indie']",2.4,,2019
22641,Fantasy General,"['Singleplayer', 'Steam Cloud', '2D', 'Fantasy', 'War', 'Turn-Based Strategy', 'Magic', 'Turn-Based Combat', 'Turn-Based Tactics', 'Soundtrack', 'Wargame']",['Strategy'],2.43,,1996
44630,Fantasy Strike,"['Singleplayer', 'Multiplayer', 'Full controller support', 'Online multiplayer', 'Local Multiplayer', 'Early Access', '2D Fighter']","['Action', 'Fighting', 'Indie']",2.83,,2018
18738,Fantasy Tales Online,"['Steam Achievements', 'Multiplayer', 'RPG', '2D', 'Fantasy', 'Free to Play', 'Pixel Graphics', 'Early Access', 'Retro', 'In-App Purchases', 'mmo', 'Dungeon Crawler', 'MMORPG']","['RPG', 'Massively Multiplayer', 'Indie']",0.0,,2016
17835,Fantasy Wars,"['Singleplayer', 'Multiplayer', 'Steam Cloud', 'Fantasy', 'Includes level editor', 'Turn-Based', 'Turn-Based Strategy']",['Strategy'],3.35,67,2007
19560,Far Cry,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Open World', 'cooperative', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Difficult', 'Classic', 'Sandbox', 'Survival', 'Stealth', 'overlay']","['Action', 'Shooter']",3.9,89,2004
19600,Far Cry 2,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Story Rich', 'Open World', 'First-Person', 'FPS', 'Exploration', 'Sandbox', 'Survival', 'Stealth', 'Controller', 'Realistic', 'Level Editor', 'Immersive Sim']","['Action', 'Shooter']",3.46,85,2008
4161,Far Cry 3,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'RPG', 'Co-op', 'Story Rich', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Sandbox', 'Survival', 'Stealth', 'Nudity', 'Colorful', 'Crafting', 'Hunting']","['Action', 'Shooter']",4.25,88,2012
19375,Far Cry 3: Blood Dragon,"['Singleplayer', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Open World', 'First-Person', 'Sci-fi', 'Partial Controller Support', 'FPS', 'Funny', 'Comedy', 'Stealth', 'Retro', 'Post-apocalyptic', 'Futuristic', 'Cyberpunk', 'Dragons', '1980s', 'Parody']",['Shooter'],3.99,81,2013
3497,Far Cry 4,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'RPG', 'Co-op', 'Story Rich', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Exploration', 'Sandbox', 'Survival', 'Stealth', 'Action RPG', 'Crafting', 'Hunting']",['Shooter'],3.82,80,2014
23585,Far Cry 5,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Story Rich', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Exploration', 'Female Protagonist', 'Survival', 'Stealth', 'Includes level editor', 'Character Customization', 'Captions available', 'Memes', 'Illuminati', 'America', 'Hunting', 'microtransactions']","['Action', 'Shooter']",3.72,80,2018
463723,Far Cry 6,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Co-op', 'Story Rich', 'Open World', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Exploration', 'Sandbox', 'Female Protagonist', 'Survival', 'Violent', 'Action-Adventure', 'In-App Purchases', 'Character Customization', '3D', 'Crafting', 'combat', 'online', 'PvE', 'city', 'console', 'Протагонистка', 'offline', 'weapons', 'Modern', 'fighter', 'connect']","['Action', 'Shooter', 'Adventure']",3.36,75,2021
274767,Far Cry New Dawn,"['Singleplayer', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'Horror', 'FPS', 'Online Co-Op', 'Funny', 'Exploration', 'Survival', 'Stealth', 'Action-Adventure', 'Character Customization', 'Post-apocalyptic', 'America', 'microtransactions']","['Action', 'Shooter', 'Adventure', 'Arcade']",3.36,73,2019
2767,Far Cry Primal,"['Singleplayer', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Exploration', 'Sandbox', 'Survival', 'Stealth', 'Action RPG', 'Mature', 'Crafting', 'Hunting']","['Action', 'Shooter']",3.58,74,2016
16858,FarSky,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Open World', 'First-Person', 'Horror', 'FPS', 'Exploration', 'Sandbox', 'Survival', 'Short', 'Crafting', 'Building', 'Underwater']","['Adventure', 'Indie']",3.05,,2014
959953,Farlight 84,"['Multiplayer', 'Co-op', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'Online Co-Op', 'Survival', 'Free to Play', 'Third-Person Shooter', 'Early Access', 'PvP', 'Cross-Platform Multiplayer', 'Character Customization', 'Post-apocalyptic', '3D', 'Futuristic', 'Online PvP', 'MOBA', 'Battle Royale', 'Постапокалипсис', 'Hero Shooter', 'Vehicular Combat']","['Action', 'Adventure', 'Massively Multiplayer']",2.33,,2023
60731,Farm Together,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'cooperative', 'Third Person', 'Online Co-Op', 'Exploration', 'Online multiplayer', 'Controller', 'Early Access', 'Character Customization', 'Cute', 'Replay Value', 'Building', 'Relaxing', 'Cartoony', 'Silent Protagonist', 'Agriculture', 'lifestyle']","['Simulation', 'Casual', 'Indie']",3.6,,2018
49354,Farmer's Dynasty,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'RPG', 'nature', 'lifestyle']","['RPG', 'Simulation']",2.82,,2017
3322,Farming Simulator 15,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'Partial Controller Support', 'Online Co-Op', 'Sandbox', 'Cross-Platform Multiplayer', 'Moddable', 'Family Friendly', 'Realistic', 'Physics', 'Management', 'Relaxing', 'Driving', 'Economy', 'Mod', 'Agriculture']","['Strategy', 'Simulation']",3.55,64,2014
943,Farming Simulator 17,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'Sandbox', 'Female Protagonist', 'Cross-Platform Multiplayer', 'Moddable', 'Family Friendly', 'Realistic', 'Management', 'Driving', 'Economy', 'Agriculture']",['Simulation'],3.72,69,2016
61471,Farming Simulator 19,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', 'Cross-Platform Multiplayer', 'Realistic', 'Management', 'Driving', 'Resource Management', 'Agriculture']","['Simulation', 'Family']",3.1,,2018
41607,Farming Simulator 2013,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'Open World', 'cooperative', 'Partial Controller Support', 'Online Co-Op', 'Funny', 'Sandbox', 'Moddable', 'Realistic', 'Physics', 'Management', 'Relaxing', 'Driving', 'challenge', 'NSFW', 'Agriculture', 'simulator', 'Farming', 'farm', 'shapes']","['Strategy', 'Simulation', 'Casual']",3.39,,2012
681398,Farming Simulator 22,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Online Co-Op', 'Sandbox', 'Cross-Platform Multiplayer', 'Moddable', 'Character Customization', 'Family Friendly', '3D', 'Management', 'Economy', 'America', 'Immersive Sim', 'nature', 'Remote Play on TV', 'Horses', 'Agriculture', 'Farming Sim', 'simulator', 'coop']",['Simulation'],3.4,,2021
15795,Farming World,"['Singleplayer', 'steam-trading-cards', 'Management', 'Agriculture']","['Simulation', 'Casual', 'Indie']",1.86,,2014
22,Farpoint,"['exclusive', 'VR', 'true exclusive']",['Shooter'],3.49,71,2017
802170,Farthest Frontier,"['Singleplayer', 'Sandbox', 'Survival', 'Early Access', '3D', 'Realistic', 'Building', 'RTS', 'Military', 'Management', 'Resource Management', 'City Builder', 'Alternate History', '4X', 'Immersive Sim', 'Old School', 'Colony Sim', 'Open World Survival Craft']","['Strategy', 'Simulation', 'Indie']",3.68,,2022
5290,Fat Princess,"['Multiplayer', 'Story', 'online', 'battle', 'character', 'party', 'work', 'Classes', 'deathmatch', 'princess']","['Strategy', 'Arcade']",3.62,79,2009
36649,Fate (2005),"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Fantasy', 'Steam Leaderboards', 'Classic', 'Action RPG', 'role-playing', 'Hack and Slash', 'Dungeon Crawler', 'Fishing']","['Action', 'Adventure', 'RPG']",3.75,80,2005
19346,Fate of the World,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Difficult', 'Turn-Based', 'Card Game', 'Education', 'nature', 'Political', 'Politics']","['Strategy', 'Simulation', 'Casual', 'Indie']",2.39,70,2011
45869,Fe,"['Singleplayer', 'Full controller support', 'Atmospheric', 'Sci-fi', 'Fantasy', 'Dark', '3D', 'Animals', 'Neon', 'lowpoly', 'wildlife']","['Action', 'Adventure']",3.03,71,2018
281889,Fear & Hunger,"['Singleplayer', 'Partial Controller Support']","['Adventure', 'RPG', 'Indie']",4.12,,2018
2409,Fearless Fantasy,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Horror', 'Turn-Based', 'Touch-Friendly']","['Action', 'Adventure', 'RPG', 'Casual', 'Indie']",1.88,,2014
61629,Feather,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Exploration', 'Walking Simulator', 'Relaxing', 'Music', 'Stylized', 'nature', 'Flight', 'Other']","['Adventure', 'Casual', 'Indie']",3.29,,2019
28451,Feeding Frenzy,"['fun', 'water']","['Action', 'Arcade']",3.12,,2004
21303,Feeding Frenzy 2 Deluxe,['Singleplayer'],['Casual'],3.23,,2006
645,Feist,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', '2D', 'Difficult', 'achievements']","['Action', 'Adventure', 'Indie']",3.33,,2015
244784,Felix The Reaper,"['Singleplayer', 'Steam Achievements', 'Point & Click', '3D', 'Other']","['Adventure', 'Indie', 'Puzzle']",2.97,,2019
46080,Fell Seal: Arbiter's Mark,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'RPG', '2D', 'role-playing']","['RPG', 'Strategy', 'Indie']",3.39,,2018
19546,Fester Mudd: Curse of the Gold - Episode 1,"['Singleplayer', 'Steam Achievements', 'Comedy', 'Point & Click', 'Captions available', 'Episodic', 'Western']","['Adventure', 'Puzzle']",3.17,76,2013
17098,Fibbage XL,"['Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Partial Controller Support']","['Strategy', 'Casual', 'Indie']",3.91,,2016
23494,Fidel: Dungeon Rescue,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'RPG', 'Pixel Graphics', 'Roguelike', 'Dogs', 'corgi']","['RPG', 'Indie', 'Puzzle']",3.44,,2017
46543,Field of Glory II,"['Singleplayer', 'Multiplayer']",['Strategy'],2.64,,2017
651,Fieldrunners,"['Singleplayer', 'Tower Defense']","['Action', 'Strategy', 'Casual', 'Indie']",3.23,,2008
510,Fieldrunners 2,"['Singleplayer', '2D', 'Tower Defense', 'Touch-Friendly']","['Action', 'Strategy', 'Casual']",3.42,73,2012
20864,Fiesta Online,"['Multiplayer', 'RPG', 'Open World', 'Fantasy', 'Free to Play', 'Anime', 'mmo', 'MMORPG']","['RPG', 'Massively Multiplayer']",1.46,,2014
28540,Fight Night Champion,"['online', 'battle', 'Science', 'fight', 'night', 'Movie']","['Sports', 'Fighting']",4.02,,2010
5567,Fight Night Round 4,"['Physics', 'Science', 'fight', 'night']",['Sports'],3.98,,2009
17872,Fight The Dragon,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'Fantasy', 'Steam Leaderboards', 'Split Screen', 'Local Co-Op', 'Action RPG', 'stats', 'Steam Workshop', 'Cross-Platform Multiplayer', 'Includes level editor', 'Hack and Slash', 'Dungeon Crawler', 'Loot', 'Dragons', 'Level Editor']","['RPG', 'Indie']",3.17,76,2014
46165,Fight'N Rage,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'cooperative', '2D', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', ""Beat 'em up"", 'Other']","['Action', 'Indie']",3.15,,2017
9906,Figment,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Great Soundtrack', 'Story Rich', 'Funny', 'Action-Adventure', 'stats', 'Captions available', 'Colorful', 'Music', 'Surreal', 'Hand-drawn', 'artgame', 'figment']","['Action', 'Adventure', 'Indie', 'Puzzle']",3.2,,2017
22448,Final DOOM,"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'cooperative', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Online Co-Op', 'Gore', 'Difficult', 'Classic', 'Retro', 'Zombies', 'Moddable', ""1990's"", 'Demons', 'hell']","['Action', 'Shooter']",4.13,,1996
20587,Final Dusk,"['Singleplayer', 'steam-trading-cards', '2D', 'Female Protagonist', 'Anime', 'Puzzle-Platformer', 'Vampire']","['Action', 'Adventure', 'Casual', 'Indie']",1.55,,2014
3862,Final Exam,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', '2D', 'Online Co-Op', 'Steam Leaderboards', 'Split Screen', 'Local Co-Op', 'Zombies', 'Side Scroller', ""Beat 'em up""]","['Action', 'Adventure', 'Indie']",2.9,66,2013
52936,Final Fantasy (1987),['Singleplayer'],['RPG'],3.74,,1987
52937,Final Fantasy IV (1991),"['Singleplayer', 'Multiplayer', 'cooperative']",['RPG'],4.06,,1991
52943,Final Fantasy IX,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Partial Controller Support', 'Fantasy', 'Funny', 'Exploration', 'Classic', 'Anime', 'role-playing', 'Turn-Based', 'Medieval', 'JRPG', 'Steampunk', 'Turn-Based Combat', 'Cult Classic', 'Party-Based RPG']","['Adventure', 'RPG']",4.35,84,2000
52949,Final Fantasy Tactics,"['Singleplayer', 'Multiplayer', 'Fantasy', 'Controller', 'War', 'history', 'memory', 'square']","['Adventure', 'RPG', 'Simulation']",4.36,83,1997
259801,Final Fantasy VII,"['Singleplayer', 'Atmospheric', 'RPG', 'Story Rich', 'Sci-fi', 'Fantasy', 'Exploration', 'Action-Adventure', 'exclusive', 'Cinematic', 'Magic', 'JRPG', '3rd-Person Perspective', 'Drama', 'Party-Based RPG', 'Role Playing Game']","['Action', 'Adventure', 'RPG']",4.38,87,2020
52939,Final Fantasy VII (1997),"['Singleplayer', 'Steam Achievements', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Sci-fi', 'Partial Controller Support', 'Fantasy', 'Exploration', 'Classic', 'Retro', 'role-playing', 'Turn-Based', 'Turn-Based Strategy', 'Cyberpunk', 'Dystopian', 'JRPG', ""1990's"", 'Party-Based RPG']","['Action', 'Adventure', 'RPG']",4.37,83,1997
802435,Final Fantasy VII Rebirth,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Fantasy', 'Action-Adventure', 'Action RPG', 'Anime', 'Realistic', 'Cinematic', 'Magic', 'Steam Trading Cards', 'JRPG', 'Drama', 'Emotional', 'Party-Based RPG', 'Family Sharing', 'Spectacle fighter', 'HDR available']","['Action', 'Adventure', 'RPG']",4.41,,2024
